parent,child,premise,conclusion,label
food,fork,food is daxable,forks are daxable,no
weapon,cauliflower,weapons are daxable,cauliflowers are daxable,no
garden tool,hose,garden tools are daxable,hoses are daxable,yes
electronic device,goldfish,electronic devices are daxable,goldfish are daxable,no
kitchen equipment,pug,kitchen equipment is daxable,pugs are daxable,no
vegetable,pogo stick,vegetables are daxable,pogo sticks are daxable,no
kitchen equipment,anteater,kitchen equipment is daxable,anteaters are daxable,no
game,owl,games are daxable,owls are daxable,no
vehicle,firetruck,vehicles are daxable,firetrucks are daxable,yes
footwear,flip-flop,footwear is daxable,flip-flops are daxable,yes
food,orange,food is daxable,oranges are daxable,yes
food,ketchup,food is daxable,ketchup is daxable,yes
plant,tumbleweed,plants are daxable,tumbleweeds are daxable,yes
food,butterfly,food is daxable,butterflies are daxable,no
mammal,cardinal,mammals are daxable,cardinals are daxable,no
furniture,moose,furniture is daxable,moose are daxable,no
animal,ant,animals are daxable,ants are daxable,yes
food,jug,food is daxable,jugs are daxable,no
fastener,guacamole,fasteners are daxable,guacamole is daxable,no
jewelry,donkey,jewelry is daxable,donkeys are daxable,no
tool,gyroscope,tools are daxable,gyroscopes are daxable,no
kitchen equipment,centrifuge,kitchen equipment is daxable,centrifuges are daxable,no
accessory,top hat,accessories are daxable,top hats are daxable,yes
headwear,top hat,headwear is daxable,top hats are daxable,yes
musical instrument,pecan,musical instruments are daxable,pecans are daxable,no
kitchen equipment,wok,kitchen equipment is daxable,woks are daxable,no
furniture,wheelchair,furniture is daxable,wheelchairs are daxable,no
auto part,gasket,auto parts are daxable,gaskets are daxable,yes
container,birdcage,containers are daxable,birdcages are daxable,yes
dessert,smoothie,desserts are daxable,smoothies are daxable,no
medical equipment,bandage,medical equipment is daxable,bandages are daxable,yes
mammal,possum,mammals are daxable,possums are daxable,yes
seafood,shark,seafood is daxable,sharks are daxable,yes
food,mint,food is daxable,mint is daxable,yes
animal,ladybug,animals are daxable,ladybugs are daxable,yes
tool,generator,tools are daxable,generators are daxable,no
animal,sofa bed,animals are daxable,sofa beds are daxable,no
school supply,binder,school supplies are daxable,binders are daxable,yes
container,matchbox,containers are daxable,matchboxes are daxable,yes
tool,scoop,tools are daxable,scoops are daxable,yes
tool,latch,tools are daxable,latches are daxable,yes
accessory,corsage,accessories are daxable,corsages are daxable,yes
insect,tick,insects are daxable,ticks are daxable,no
food,teapot,food is daxable,teapots are daxable,no
mammal,frog,mammals are daxable,frogs are daxable,no
animal,knife,animals are daxable,knives are daxable,no
vehicle,chive,vehicles are daxable,chives are daxable,no
container,grasshopper,containers are daxable,grasshoppers are daxable,no
clothing,mascara,clothing is daxable,mascaras are daxable,no
vehicle,camper,vehicles are daxable,campers are daxable,yes
animal,elephant,animals are daxable,elephants are daxable,yes
electronic device,remote control,electronic devices are daxable,remote controls are daxable,yes
vegetable,sprouts,vegetables are daxable,sprouts are daxable,yes
tool,backscratcher,tools are daxable,backscratchers are daxable,yes
food,grain,food is daxable,grains are daxable,yes
dessert,sorbet,desserts are daxable,sorbets are daxable,yes
animal,aloe,animals are daxable,aloe is daxable,no
breakfast,enchilada,breakfasts are daxable,enchiladas are daxable,no
dessert,pudding,desserts are daxable,pudding is daxable,yes
plant,artichoke,plants are daxable,artichokes are daxable,yes
kitchen tool,measuring cup,kitchen tools are daxable,measuring cups are daxable,yes
food,hotdog,food is daxable,hotdogs are daxable,yes
kitchen tool,sifter,kitchen tools are daxable,sifters are daxable,yes
plant,grape,plants are daxable,grapes are daxable,no
vehicle,jeep,vehicles are daxable,jeeps are daxable,yes
medical equipment,curling iron,medical equipment is daxable,curling irons are daxable,no
school supply,hash,school supplies are daxable,hash browns are daxable,no
animal,shark,animals are daxable,sharks are daxable,yes
plant,cilantro,plants are daxable,cilantro is daxable,yes
animal,rabbit,animals are daxable,rabbits are daxable,yes
vegetable,lettuce,vegetables are daxable,a lettuce is daxable,yes
tool,dumpling,tools are daxable,dumplings are daxable,no
vehicle,rim,vehicles are daxable,rims are daxable,no
container,thermos,containers are daxable,thermoses are daxable,yes
container,pitcher,containers are daxable,pitchers are daxable,yes
home decor,llama,home decor is daxable,llamas are daxable,no
toiletry,goat,toiletries are daxable,goats are daxable,no
food,basil,food is daxable,basil is daxable,yes
animal,kitten,animals are daxable,kittens are daxable,yes
food,wheat,food is daxable,wheat is daxable,yes
animal,aardvark,animals are daxable,aardvarks are daxable,yes
vehicle,cranberry,vehicles are daxable,cranberries are daxable,no
tool,bison,tools are daxable,bisons are daxable,no
kitchen equipment,toaster oven,kitchen equipment is daxable,toaster ovens are daxable,yes
weapon,guacamole,weapons are daxable,guacamole is daxable,no
seafood,oyster,seafood is daxable,oysters are daxable,yes
home decor,terrarium,home decor is daxable,terrariums are daxable,yes
breakfast,egg roll,breakfasts are daxable,egg rolls are daxable,no
tool,rack,tools are daxable,racks are daxable,no
vehicle,humvee,vehicles are daxable,humvees are daxable,yes
auto part,trolley,auto parts are daxable,trolleys are daxable,no
food,stove,food is daxable,stoves are daxable,no
toy,crayfish,toys are daxable,crayfish are daxable,no
tool,metal detector,tools are daxable,metal detectors are daxable,yes
toy,playing card,toys are daxable,playing cards are daxable,no
toiletry,toilet paper,toiletries are daxable,toilet paper is daxable,yes
tool,dagger,tools are daxable,daggers are daxable,no
animal,kale,animals are daxable,kale is daxable,no
clothing,flan,clothing is daxable,a flan is daxable,no
office supply,glue,office supplies are daxable,glue is daxable,yes
tool,thumbtack,tools are daxable,thumbtacks are daxable,no
vehicle,subway,vehicles are daxable,subways are daxable,yes
candy,lollipop,candy is daxable,lollipops are daxable,yes
food,caramel,food is daxable,caramels are daxable,yes
vehicle,rickshaw,vehicles are daxable,rickshaws are daxable,yes
tool,coil,tools are daxable,coils are daxable,yes
animal,ferret,animals are daxable,ferrets are daxable,yes
tool,flyswatter,tools are daxable,flyswatters are daxable,yes
vehicle,wheel,vehicles are daxable,wheels are daxable,no
tool,pencil sharpener,tools are daxable,pencil sharpeners are daxable,yes
food,fern,food is daxable,ferns are daxable,no
animal,fur coat,animals are daxable,fur coats are daxable,no
plant,switch,plants are daxable,switches are daxable,no
food,sweatsuit,food is daxable,sweatsuits are daxable,no
tool,caterpillar,tools are daxable,caterpillars are daxable,no
toy,chili,toys are daxable,chilies are daxable,no
food,sauce,food is daxable,sauces are daxable,yes
outerwear,jumpsuit,outerwear is daxable,jumpsuits are daxable,yes
bird,nail file,birds are daxable,nail files are daxable,no
fastener,scissors,fasteners are daxable,scissors are daxable,no
office supply,punch,office supplies are daxable,fruit punches are daxable,yes
game,computer,games are daxable,computers are daxable,yes
headwear,bolo tie,headwear is daxable,bolo ties are daxable,no
protective clothing,lasagna,protective clothing is daxable,lasagna is daxable,no
office supply,marker,office supplies are daxable,markers are daxable,no
kitchen tool,trowel,kitchen tools are daxable,trowels are daxable,no
plant,kale,plants are daxable,kale is daxable,yes
kitchen tool,pepper mill,kitchen tools are daxable,pepper mills are daxable,yes
weapon,papaya,weapons are daxable,papayas are daxable,no
food,shawl,food is daxable,shawls are daxable,no
animal,seatbelt,animals are daxable,seatbelts are daxable,no
protective clothing,sprouts,protective clothing is daxable,sprouts are daxable,no
kitchen tool,nutcracker,kitchen tools are daxable,nutcrackers are daxable,yes
animal,toothbrush,animals are daxable,toothbrushes are daxable,no
electronic device,deer,electronic devices are daxable,deers are daxable,no
school supply,paintbrush,school supplies are daxable,paintbrushes are daxable,no
home decor,place mat,home decor is daxable,place mats are daxable,yes
animal,hawk,animals are daxable,hawks are daxable,yes
drink,blender,drinks are daxable,blenders are daxable,no
insect,printer,insects are daxable,printers are daxable,no
school supply,inkwell,school supplies are daxable,inkwells are daxable,yes
container,teacup,containers are daxable,teacups are daxable,yes
food,wedge,food is daxable,wedges are daxable,no
container,bulldozer,containers are daxable,bulldozers are daxable,no
food,hamster,food is daxable,hamsters are daxable,no
accessory,pocket,accessories are daxable,pockets are daxable,no
kitchen tool,alligator,kitchen tools are daxable,alligators are daxable,no
weapon,blowtorch,weapons are daxable,blowtorches are daxable,yes
dessert,baklava,desserts are daxable,baklavas are daxable,yes
fruit,coconut,fruits are daxable,coconuts are daxable,yes
weapon,wrench,weapons are daxable,wrenches are daxable,no
food,cake,food is daxable,cakes are daxable,yes
food,scrambled egg,food is daxable,scrambled eggs are daxable,yes
clothing,handkerchief,clothing is daxable,handkerchiefs are daxable,no
food,hairbrush,food is daxable,a hairbrush is daxable,no
tool,patty,tools are daxable,patties are daxable,no
vegetable,webcam,vegetables are daxable,webcams are daxable,no
clothing,flip-flop,clothing is daxable,flip-flops are daxable,yes
vehicle,ambulance,vehicles are daxable,ambulances are daxable,yes
food,biscuit,food is daxable,biscuits are daxable,yes
tool,magnifying glass,tools are daxable,magnifying glasses are daxable,yes
medical equipment,hash,medical equipment is daxable,hash browns are daxable,no
headwear,barrette,headwear is daxable,barrettes are daxable,no
office supply,notebook,office supplies are daxable,notebooks are daxable,yes
seafood,lampshade,seafood is daxable,lampshades are daxable,no
clothing,watch,clothing is daxable,watches are daxable,no
kitchen equipment,toaster,kitchen equipment is daxable,toasters are daxable,yes
animal,meat,animals are daxable,meat is daxable,no
container,aquarium,containers are daxable,aquariums are daxable,yes
container,quad,containers are daxable,quads are daxable,no
garden tool,file,garden tools are daxable,files are daxable,no
tool,spoon,tools are daxable,spoons are daxable,yes
food,hood,food is daxable,hoods are daxable,no
drink,hot chocolate,drinks are daxable,hot chocolate is daxable,yes
furniture,rack,furniture is daxable,racks are daxable,yes
container,life jacket,containers are daxable,life jackets are daxable,no
clothing,tapestry,clothing is daxable,tapestries are daxable,no
container,cage,containers are daxable,cages are daxable,yes
home decor,candlestick,home decor is daxable,candlesticks are daxable,yes
jewelry,ring,jewelry is daxable,rings are daxable,yes
mammal,orangutan,mammals are daxable,orangutans are daxable,yes
vegetable,chickpea,vegetables are daxable,chickpeas are daxable,yes
tool,staple,tools are daxable,staples are daxable,no
vegetable,kiwi,vegetables are daxable,kiwis are daxable,no
bird,light switch,birds are daxable,light switches are daxable,no
plant,star fruit,plants are daxable,star fruits are daxable,no
tool,dandelion,tools are daxable,dandelions are daxable,no
animal,organ,animals are daxable,organs are daxable,no
animal,pug,animals are daxable,pugs are daxable,yes
vehicle,tank,vehicles are daxable,tanks are daxable,no
fastener,knot,fasteners are daxable,knots are daxable,yes
women's clothing,outfit,women's clothes are daxable,outfits are daxable,no
vegetable,squash,vegetables are daxable,squash is daxable,yes
