model,model-type,concept1,concept2,raw-counts,accuracy
mllama,vlm-text,curtain,covering,"(88, 111)",79.27927928
mllama,vlm-text,bridge,structure,"(67, 79)",84.81012658
mllama,vlm-text,piano,keyboard instrument,"(0, 0)",0
mllama,vlm-text,piano,musical instrument,"(0, 0)",0
mllama,vlm-text,piano,device,"(0, 0)",0
mllama,vlm-text,keyboard instrument,musical instrument,"(1, 1)",100
mllama,vlm-text,keyboard instrument,device,"(0, 1)",0
mllama,vlm-text,toilet,room,"(82, 108)",75.92592593
mllama,vlm-text,toilet,area,"(92, 108)",85.18518519
mllama,vlm-text,canoe,small boat,"(2, 3)",66.66666667
mllama,vlm-text,canoe,boat,"(2, 3)",66.66666667
mllama,vlm-text,canoe,water vehicle,"(3, 3)",100
mllama,vlm-text,canoe,vehicle,"(2, 3)",66.66666667
mllama,vlm-text,small boat,boat,"(2, 2)",100
mllama,vlm-text,small boat,water vehicle,"(2, 2)",100
mllama,vlm-text,small boat,vehicle,"(2, 2)",100
mllama,vlm-text,donut,baked good,"(20, 20)",100
mllama,vlm-text,donut,food,"(20, 20)",100
mllama,vlm-text,umpire,official,"(10, 18)",55.55555556
mllama,vlm-text,umpire,person,"(9, 18)",50
mllama,vlm-text,official,person,"(10, 12)",83.33333333
mllama,vlm-text,horse,equine,"(470, 495)",94.94949495
mllama,vlm-text,horse,mammal,"(410, 495)",82.82828283
mllama,vlm-text,horse,vertebrate,"(345, 495)",69.6969697
mllama,vlm-text,horse,animal,"(437, 495)",88.28282828
mllama,vlm-text,antelope,mammal,"(9, 10)",90
mllama,vlm-text,antelope,vertebrate,"(7, 10)",70
mllama,vlm-text,antelope,animal,"(9, 10)",90
mllama,vlm-text,bouquet,flower arrangement,"(7, 8)",87.5
mllama,vlm-text,bouquet,arrangement,"(7, 8)",87.5
mllama,vlm-text,flower arrangement,arrangement,"(7, 7)",100
mllama,vlm-text,fireplace,enclosure,"(2, 3)",66.66666667
mllama,vlm-text,lamb,mammal,"(3, 4)",75
mllama,vlm-text,lamb,vertebrate,"(2, 4)",50
mllama,vlm-text,lamb,animal,"(3, 4)",75
mllama,vlm-text,gravel,rock,"(3, 5)",60
mllama,vlm-text,parrot,bird,"(15, 15)",100
mllama,vlm-text,parrot,vertebrate,"(11, 15)",73.33333333
mllama,vlm-text,parrot,animal,"(14, 15)",93.33333333
mllama,vlm-text,microphone,electronic device,"(1, 1)",100
mllama,vlm-text,microphone,device,"(1, 1)",100
mllama,vlm-text,collar,band,"(22, 71)",30.98591549
mllama,vlm-text,collar,strip,"(47, 71)",66.1971831
mllama,vlm-text,meat,food,"(7, 7)",100
mllama,vlm-text,river,body of water,"(48, 50)",96
mllama,vlm-text,woman,adult,"(682, 713)",95.65217391
mllama,vlm-text,woman,person,"(677, 713)",94.95091164
mllama,vlm-text,vase,jar,"(43, 64)",67.1875
mllama,vlm-text,vase,vessel,"(58, 64)",90.625
mllama,vlm-text,vase,container,"(55, 64)",85.9375
mllama,vlm-text,jar,vessel,"(44, 45)",97.77777778
mllama,vlm-text,jar,container,"(45, 45)",100
mllama,vlm-text,tower,building,"(45, 52)",86.53846154
mllama,vlm-text,tower,structure,"(50, 52)",96.15384615
mllama,vlm-text,sword,weapon,"(2, 5)",40
mllama,vlm-text,graffiti,artwork,"(8, 16)",50
mllama,vlm-text,graffiti,art,"(10, 16)",62.5
mllama,vlm-text,seagull,aquatic bird,"(12, 12)",100
mllama,vlm-text,seagull,bird,"(12, 12)",100
mllama,vlm-text,seagull,vertebrate,"(9, 12)",75
mllama,vlm-text,seagull,animal,"(10, 12)",83.33333333
mllama,vlm-text,aquatic bird,bird,"(14, 14)",100
mllama,vlm-text,aquatic bird,vertebrate,"(9, 14)",64.28571429
mllama,vlm-text,aquatic bird,animal,"(11, 14)",78.57142857
mllama,vlm-text,blouse,top,"(1, 1)",100
mllama,vlm-text,blouse,woman's clothing,"(1, 1)",100
mllama,vlm-text,blouse,clothing,"(1, 1)",100
mllama,vlm-text,top,woman's clothing,"(33, 37)",89.18918919
mllama,vlm-text,top,clothing,"(33, 37)",89.18918919
mllama,vlm-text,woman's clothing,clothing,"(43, 44)",97.72727273
mllama,vlm-text,glove,baseball equipment,"(44, 90)",48.88888889
mllama,vlm-text,glove,sports equipment,"(50, 90)",55.55555556
mllama,vlm-text,glove,equipment,"(56, 90)",62.22222222
mllama,vlm-text,baseball equipment,sports equipment,"(42, 44)",95.45454545
mllama,vlm-text,baseball equipment,equipment,"(44, 44)",100
mllama,vlm-text,wetsuit,garment,"(197, 229)",86.02620087
mllama,vlm-text,wetsuit,clothing,"(199, 229)",86.89956332
mllama,vlm-text,receipt,paper,"(1, 1)",100
mllama,vlm-text,champagne,wine,"(3, 3)",100
mllama,vlm-text,champagne,alcohol,"(3, 3)",100
mllama,vlm-text,champagne,beverage,"(3, 3)",100
mllama,vlm-text,tunnel,passageway,"(1, 2)",50
mllama,vlm-text,girl,person,"(101, 111)",90.99099099
mllama,vlm-text,sail,piece of cloth,"(4, 4)",100
mllama,vlm-text,sail,clothing,"(2, 4)",50
mllama,vlm-text,ketchup,condiment,"(2, 2)",100
mllama,vlm-text,ketchup,food,"(2, 2)",100
mllama,vlm-text,condiment,food,"(4, 4)",100
mllama,vlm-text,dispenser,container,"(5, 6)",83.33333333
mllama,vlm-text,bun,bread,"(2, 3)",66.66666667
mllama,vlm-text,bun,baked good,"(3, 3)",100
mllama,vlm-text,bun,food,"(2, 3)",66.66666667
mllama,vlm-text,planter,pot,"(9, 13)",69.23076923
mllama,vlm-text,planter,vessel,"(9, 13)",69.23076923
mllama,vlm-text,planter,container,"(10, 13)",76.92307692
mllama,vlm-text,urinal,plumbing fixture,"(7, 8)",87.5
mllama,vlm-text,urinal,fixture,"(5, 8)",62.5
mllama,vlm-text,plumbing fixture,fixture,"(150, 159)",94.33962264
mllama,vlm-text,branch,stalk,"(7, 8)",87.5
mllama,vlm-text,suit,garment,"(9, 10)",90
mllama,vlm-text,suit,clothing,"(9, 10)",90
mllama,vlm-text,sauce,condiment,"(2, 3)",66.66666667
mllama,vlm-text,sauce,food,"(2, 3)",66.66666667
mllama,vlm-text,puddle,body of water,"(2, 2)",100
mllama,vlm-text,shoe,footwear,"(44, 50)",88
mllama,vlm-text,shoe,covering,"(35, 50)",70
mllama,vlm-text,hallway,corridor,"(1, 2)",50
mllama,vlm-text,hallway,passage,"(0, 2)",0
mllama,vlm-text,corridor,passage,"(0, 1)",0
mllama,vlm-text,cucumber,vegetable,"(1, 1)",100
mllama,vlm-text,cucumber,produce,"(1, 1)",100
mllama,vlm-text,cucumber,food,"(1, 1)",100
mllama,vlm-text,toothbrush,brush,"(45, 50)",90
mllama,vlm-text,toothbrush,tool,"(33, 50)",66
mllama,vlm-text,purse,bag,"(48, 59)",81.3559322
mllama,vlm-text,purse,container,"(49, 59)",83.05084746
mllama,vlm-text,picture,artwork,"(67, 79)",84.81012658
mllama,vlm-text,picture,art,"(65, 79)",82.27848101
mllama,vlm-text,uniform,clothing,"(15, 19)",78.94736842
mllama,vlm-text,pitcher,athlete,"(5, 8)",62.5
mllama,vlm-text,pitcher,person,"(5, 8)",62.5
mllama,vlm-text,cookie,baked good,"(4, 4)",100
mllama,vlm-text,cookie,food,"(4, 4)",100
mllama,vlm-text,lemon,citrus fruit,"(7, 7)",100
mllama,vlm-text,lemon,fruit,"(6, 7)",85.71428571
mllama,vlm-text,lemon,food,"(6, 7)",85.71428571
mllama,vlm-text,citrus fruit,fruit,"(15, 17)",88.23529412
mllama,vlm-text,citrus fruit,food,"(13, 17)",76.47058824
mllama,vlm-text,bowl,vessel,"(74, 82)",90.24390244
mllama,vlm-text,bowl,container,"(72, 82)",87.80487805
mllama,vlm-text,racket,sports equiment,"(295, 359)",82.17270195
mllama,vlm-text,sausage,meat,"(5, 5)",100
mllama,vlm-text,sausage,food,"(5, 5)",100
mllama,vlm-text,bookshelf,shelf,"(28, 33)",84.84848485
mllama,vlm-text,drawer,container,"(42, 48)",87.5
mllama,vlm-text,couch,seat,"(37, 43)",86.04651163
mllama,vlm-text,couch,furniture,"(39, 43)",90.69767442
mllama,vlm-text,trash,waste,"(3, 4)",75
mllama,vlm-text,wool,clothing,"(1, 1)",100
mllama,vlm-text,bike,motor vehicle,"(79, 133)",59.39849624
mllama,vlm-text,bike,wheeled vehicle,"(103, 133)",77.44360902
mllama,vlm-text,bike,vehicle,"(99, 133)",74.43609023
mllama,vlm-text,vest,garment,"(2, 2)",100
mllama,vlm-text,vest,clothing,"(2, 2)",100
mllama,vlm-text,napkin,table linen,"(89, 128)",69.53125
mllama,vlm-text,napkin,linen,"(91, 128)",71.09375
mllama,vlm-text,napkin,covering,"(93, 128)",72.65625
mllama,vlm-text,table linen,linen,"(151, 166)",90.96385542
mllama,vlm-text,table linen,covering,"(147, 166)",88.55421687
mllama,vlm-text,linen,covering,"(141, 156)",90.38461538
mllama,vlm-text,audience,gathering,"(0, 1)",0
mllama,vlm-text,audience,group,"(0, 1)",0
mllama,vlm-text,gathering,group,"(4, 4)",100
mllama,vlm-text,coat,garment,"(190, 204)",93.1372549
mllama,vlm-text,coat,clothing,"(188, 204)",92.15686275
mllama,vlm-text,surfboard,board,"(453, 491)",92.26069246
mllama,vlm-text,pan,kitchen utensil,"(22, 27)",81.48148148
mllama,vlm-text,pan,utensil,"(20, 27)",74.07407407
mllama,vlm-text,policeman,person,"(2, 3)",66.66666667
mllama,vlm-text,ring,jewelry,"(20, 23)",86.95652174
mllama,vlm-text,ring,ornament,"(17, 23)",73.91304348
mllama,vlm-text,ring,decoration,"(17, 23)",73.91304348
mllama,vlm-text,hat,headgear,"(261, 292)",89.38356164
mllama,vlm-text,hat,covering,"(258, 292)",88.35616438
mllama,vlm-text,couple,people,"(5, 6)",83.33333333
mllama,vlm-text,bicycle,wheeled vehicle,"(9, 16)",56.25
mllama,vlm-text,bicycle,vehicle,"(10, 16)",62.5
mllama,vlm-text,surfer,athlete,"(48, 49)",97.95918367
mllama,vlm-text,surfer,person,"(47, 49)",95.91836735
mllama,vlm-text,cow,cattle,"(297, 332)",89.45783133
mllama,vlm-text,cow,mammal,"(291, 332)",87.65060241
mllama,vlm-text,cow,vertebrate,"(257, 332)",77.40963855
mllama,vlm-text,cow,animal,"(294, 332)",88.55421687
mllama,vlm-text,tray,receptacle,"(33, 42)",78.57142857
mllama,vlm-text,tray,container,"(34, 42)",80.95238095
mllama,vlm-text,receptacle,container,"(33, 34)",97.05882353
mllama,vlm-text,fur,animal skin,"(19, 22)",86.36363636
mllama,vlm-text,boy,person,"(144, 147)",97.95918367
mllama,vlm-text,house,building,"(30, 43)",69.76744186
mllama,vlm-text,house,structure,"(35, 43)",81.39534884
mllama,vlm-text,jeep,car,"(7, 7)",100
mllama,vlm-text,jeep,motor vehicle,"(7, 7)",100
mllama,vlm-text,jeep,wheeled vehicle,"(7, 7)",100
mllama,vlm-text,jeep,vehicle,"(7, 7)",100
mllama,vlm-text,fish,vertebrate,"(4, 4)",100
mllama,vlm-text,fish,animal,"(4, 4)",100
mllama,vlm-text,dog,canine,"(1118, 1182)",94.58544839
mllama,vlm-text,dog,mammal,"(1003, 1182)",84.85617597
mllama,vlm-text,dog,vertebrate,"(900, 1182)",76.14213198
mllama,vlm-text,dog,animal,"(1060, 1182)",89.678511
mllama,vlm-text,canine,mammal,"(1020, 1156)",88.23529412
mllama,vlm-text,canine,vertebrate,"(893, 1156)",77.24913495
mllama,vlm-text,canine,animal,"(1062, 1156)",91.86851211
mllama,vlm-text,chicken,domestic fowl,"(21, 29)",72.4137931
mllama,vlm-text,chicken,bird,"(22, 29)",75.86206897
mllama,vlm-text,chicken,vertebrate,"(19, 29)",65.51724138
mllama,vlm-text,chicken,animal,"(22, 29)",75.86206897
mllama,vlm-text,domestic fowl,bird,"(20, 23)",86.95652174
mllama,vlm-text,domestic fowl,vertebrate,"(18, 23)",78.26086957
mllama,vlm-text,domestic fowl,animal,"(20, 23)",86.95652174
mllama,vlm-text,placemat,pad,"(21, 23)",91.30434783
mllama,vlm-text,tie,neckwear,"(0, 1)",0
mllama,vlm-text,tie,garment,"(0, 1)",0
mllama,vlm-text,tie,clothing,"(0, 1)",0
mllama,vlm-text,neckwear,garment,"(0, 0)",0
mllama,vlm-text,neckwear,clothing,"(0, 0)",0
mllama,vlm-text,foil,sheet metal,"(2, 3)",66.66666667
mllama,vlm-text,foil,sheet,"(2, 3)",66.66666667
mllama,vlm-text,sheet metal,sheet,"(2, 2)",100
mllama,vlm-text,driver,person,"(2, 2)",100
mllama,vlm-text,television,electronic device,"(66, 71)",92.95774648
mllama,vlm-text,television,device,"(57, 71)",80.28169014
mllama,vlm-text,earring,jewelry,"(2, 2)",100
mllama,vlm-text,earring,ornament,"(1, 2)",50
mllama,vlm-text,earring,decoration,"(1, 2)",50
mllama,vlm-text,spatula,kitchen utensil,"(6, 16)",37.5
mllama,vlm-text,spatula,utensil,"(7, 16)",43.75
mllama,vlm-text,ocean,body of water,"(55, 55)",100
mllama,vlm-text,jacket,coat,"(111, 155)",71.61290323
mllama,vlm-text,jacket,garment,"(143, 155)",92.25806452
mllama,vlm-text,jacket,clothing,"(137, 155)",88.38709677
mllama,vlm-text,pouch,bag,"(5, 8)",62.5
mllama,vlm-text,pouch,container,"(4, 8)",50
mllama,vlm-text,counter,table,"(44, 74)",59.45945946
mllama,vlm-text,counter,furniture,"(48, 74)",64.86486486
mllama,vlm-text,fan,device,"(3, 4)",75
mllama,vlm-text,liquor,alcohol,"(2, 2)",100
mllama,vlm-text,liquor,beverage,"(2, 2)",100
mllama,vlm-text,elephant,mammal,"(204, 227)",89.86784141
mllama,vlm-text,elephant,vertebrate,"(176, 227)",77.53303965
mllama,vlm-text,elephant,animal,"(208, 227)",91.62995595
mllama,vlm-text,tent,shelter,"(9, 12)",75
mllama,vlm-text,tent,structure,"(10, 12)",83.33333333
mllama,vlm-text,shelter,structure,"(9, 9)",100
mllama,vlm-text,juice,beverage,"(12, 14)",85.71428571
mllama,vlm-text,phone,electronic device,"(85, 93)",91.39784946
mllama,vlm-text,phone,device,"(82, 93)",88.17204301
mllama,vlm-text,platform,structure,"(20, 22)",90.90909091
mllama,vlm-text,dock,enclosure,"(8, 11)",72.72727273
mllama,vlm-text,football,ball,"(6, 8)",75
mllama,vlm-text,football,sports equipment,"(8, 8)",100
mllama,vlm-text,football,equipment,"(7, 8)",87.5
mllama,vlm-text,monitor,electronic device,"(8, 10)",80
mllama,vlm-text,monitor,device,"(8, 10)",80
mllama,vlm-text,frog,amphibian,"(3, 3)",100
mllama,vlm-text,frog,vertebrate,"(1, 3)",33.33333333
mllama,vlm-text,frog,animal,"(3, 3)",100
mllama,vlm-text,amphibian,vertebrate,"(1, 3)",33.33333333
mllama,vlm-text,amphibian,animal,"(3, 3)",100
mllama,vlm-text,beard,hair,"(6, 13)",46.15384615
mllama,vlm-text,milk,beverage,"(7, 7)",100
mllama,vlm-text,tire,hoop,"(35, 55)",63.63636364
mllama,vlm-text,tire,band,"(34, 55)",61.81818182
mllama,vlm-text,tire,strip,"(36, 55)",65.45454545
mllama,vlm-text,hoop,band,"(34, 35)",97.14285714
mllama,vlm-text,hoop,strip,"(34, 35)",97.14285714
mllama,vlm-text,broccoli,vegetable,"(18, 19)",94.73684211
mllama,vlm-text,broccoli,produce,"(17, 19)",89.47368421
mllama,vlm-text,broccoli,food,"(16, 19)",84.21052632
mllama,vlm-text,floor,horizontal surface,"(278, 307)",90.55374593
mllama,vlm-text,floor,surface,"(277, 307)",90.22801303
mllama,vlm-text,horizontal surface,surface,"(287, 307)",93.48534202
mllama,vlm-text,cyclist,rider,"(5, 5)",100
mllama,vlm-text,cyclist,traveler,"(3, 5)",60
mllama,vlm-text,cyclist,person,"(4, 5)",80
mllama,vlm-text,rider,traveler,"(3, 5)",60
mllama,vlm-text,rider,person,"(4, 5)",80
mllama,vlm-text,bottle,vessel,"(75, 107)",70.09345794
mllama,vlm-text,bottle,container,"(84, 107)",78.5046729
mllama,vlm-text,lettuce,salad green,"(1, 3)",33.33333333
mllama,vlm-text,lettuce,vegetable,"(3, 3)",100
mllama,vlm-text,lettuce,produce,"(3, 3)",100
mllama,vlm-text,lettuce,food,"(3, 3)",100
mllama,vlm-text,salad green,vegetable,"(1, 1)",100
mllama,vlm-text,salad green,produce,"(1, 1)",100
mllama,vlm-text,salad green,food,"(1, 1)",100
mllama,vlm-text,can,container,"(27, 37)",72.97297297
mllama,vlm-text,batter,athlete,"(5, 5)",100
mllama,vlm-text,batter,person,"(5, 5)",100
mllama,vlm-text,wristband,band,"(7, 9)",77.77777778
mllama,vlm-text,wristband,strip,"(6, 9)",66.66666667
mllama,vlm-text,newspaper,paper,"(7, 7)",100
mllama,vlm-text,biker,traveler,"(0, 2)",0
mllama,vlm-text,biker,person,"(1, 2)",50
mllama,vlm-text,package,container,"(2, 2)",100
mllama,vlm-text,keyboard,electronic device,"(16, 21)",76.19047619
mllama,vlm-text,keyboard,device,"(15, 21)",71.42857143
mllama,vlm-text,luggage,case,"(5, 6)",83.33333333
mllama,vlm-text,luggage,container,"(5, 6)",83.33333333
mllama,vlm-text,jersey,shirt,"(8, 15)",53.33333333
mllama,vlm-text,jersey,garment,"(12, 15)",80
mllama,vlm-text,jersey,clothing,"(11, 15)",73.33333333
mllama,vlm-text,candle,source of illumination,"(41, 55)",74.54545455
mllama,vlm-text,basket,container,"(10, 10)",100
mllama,vlm-text,desk,table,"(84, 111)",75.67567568
mllama,vlm-text,desk,furniture,"(94, 111)",84.68468468
mllama,vlm-text,kangaroo,mammal,"(2, 2)",100
mllama,vlm-text,kangaroo,vertebrate,"(2, 2)",100
mllama,vlm-text,kangaroo,animal,"(2, 2)",100
mllama,vlm-text,airplane,aircraft,"(234, 259)",90.34749035
mllama,vlm-text,airplane,vehicle,"(199, 259)",76.83397683
mllama,vlm-text,tablecloth,table linen,"(69, 82)",84.14634146
mllama,vlm-text,tablecloth,linen,"(58, 82)",70.73170732
mllama,vlm-text,tablecloth,covering,"(63, 82)",76.82926829
mllama,vlm-text,sea,body of water,"(1, 1)",100
mllama,vlm-text,lady,woman,"(25, 27)",92.59259259
mllama,vlm-text,lady,adult,"(23, 27)",85.18518519
mllama,vlm-text,lady,person,"(21, 27)",77.77777778
mllama,vlm-text,notepad,pad,"(4, 5)",80
mllama,vlm-text,bathtub,vessel,"(7, 13)",53.84615385
mllama,vlm-text,bathtub,container,"(9, 13)",69.23076923
mllama,vlm-text,snowboarder,person,"(14, 14)",100
mllama,vlm-text,snowboard,board,"(113, 133)",84.96240602
mllama,vlm-text,drum,percussion instrument,"(2, 2)",100
mllama,vlm-text,drum,musical instrument,"(2, 2)",100
mllama,vlm-text,drum,device,"(2, 2)",100
mllama,vlm-text,percussion instrument,musical instrument,"(2, 3)",66.66666667
mllama,vlm-text,percussion instrument,device,"(3, 3)",100
mllama,vlm-text,orange,citrus fruit,"(9, 9)",100
mllama,vlm-text,orange,fruit,"(9, 9)",100
mllama,vlm-text,orange,food,"(7, 9)",77.77777778
mllama,vlm-text,dress,woman's clothing,"(8, 8)",100
mllama,vlm-text,dress,clothing,"(8, 8)",100
mllama,vlm-text,cart,wagon,"(5, 6)",83.33333333
mllama,vlm-text,cart,wheeled vehicle,"(6, 6)",100
mllama,vlm-text,cart,vehicle,"(5, 6)",83.33333333
mllama,vlm-text,wagon,wheeled vehicle,"(5, 5)",100
mllama,vlm-text,wagon,vehicle,"(4, 5)",80
mllama,vlm-text,oven,kitchen appliance,"(43, 54)",79.62962963
mllama,vlm-text,oven,home appliance,"(42, 54)",77.77777778
mllama,vlm-text,oven,appliance,"(43, 54)",79.62962963
mllama,vlm-text,pavement,paved surface,"(9, 9)",100
mllama,vlm-text,pavement,horizontal surface,"(9, 9)",100
mllama,vlm-text,pavement,surface,"(8, 9)",88.88888889
mllama,vlm-text,paved surface,horizontal surface,"(9, 9)",100
mllama,vlm-text,paved surface,surface,"(8, 9)",88.88888889
mllama,vlm-text,antenna,electrical device,"(2, 3)",66.66666667
mllama,vlm-text,antenna,device,"(2, 3)",66.66666667
mllama,vlm-text,electrical device,device,"(2, 2)",100
mllama,vlm-text,soap,toiletry,"(12, 16)",75
mllama,vlm-text,tractor,wheeled vehicle,"(11, 14)",78.57142857
mllama,vlm-text,tractor,vehicle,"(10, 14)",71.42857143
mllama,vlm-text,lid,top,"(35, 46)",76.08695652
mllama,vlm-text,lid,woman's clothing,"(32, 46)",69.56521739
mllama,vlm-text,lid,clothing,"(32, 46)",69.56521739
mllama,vlm-text,wok,pan,"(1, 1)",100
mllama,vlm-text,wok,kitchen utensil,"(1, 1)",100
mllama,vlm-text,wok,utensil,"(1, 1)",100
mllama,vlm-text,pencil,writing tool,"(1, 2)",50
mllama,vlm-text,comforter,bedding,"(12, 12)",100
mllama,vlm-text,comforter,covering,"(11, 12)",91.66666667
mllama,vlm-text,sponge,absorbent material,"(12, 12)",100
mllama,vlm-text,notebook,book,"(13, 17)",76.47058824
mllama,vlm-text,pen,writing device,"(12, 17)",70.58823529
mllama,vlm-text,dumpster,container,"(5, 6)",83.33333333
mllama,vlm-text,chandelier,light fixture,"(4, 4)",100
mllama,vlm-text,chandelier,fixture,"(4, 4)",100
mllama,vlm-text,light fixture,fixture,"(4, 4)",100
mllama,vlm-text,helmet,headgear,"(250, 277)",90.25270758
mllama,vlm-text,helmet,covering,"(218, 277)",78.70036101
mllama,vlm-text,sink,plumbing fixture,"(140, 160)",87.5
mllama,vlm-text,sink,fixture,"(142, 160)",88.75
mllama,vlm-text,fork,cutlery,"(249, 264)",94.31818182
mllama,vlm-text,hose,tube,"(10, 16)",62.5
mllama,vlm-text,truck,motor vehicle,"(139, 159)",87.42138365
mllama,vlm-text,truck,wheeled vehicle,"(134, 159)",84.27672956
mllama,vlm-text,truck,vehicle,"(139, 159)",87.42138365
mllama,vlm-text,ship,water vehicle,"(1, 2)",50
mllama,vlm-text,ship,vehicle,"(2, 2)",100
mllama,vlm-text,soup,food,"(1, 1)",100
mllama,vlm-text,watch,instrument,"(14, 23)",60.86956522
mllama,vlm-text,watch,device,"(19, 23)",82.60869565
mllama,vlm-text,doll,toy,"(7, 11)",63.63636364
mllama,vlm-text,microwave,kitchen appliance,"(49, 52)",94.23076923
mllama,vlm-text,microwave,home appliance,"(50, 52)",96.15384615
mllama,vlm-text,microwave,appliance,"(48, 52)",92.30769231
mllama,vlm-text,donkey,equine,"(4, 5)",80
mllama,vlm-text,donkey,mammal,"(4, 5)",80
mllama,vlm-text,donkey,vertebrate,"(3, 5)",60
mllama,vlm-text,donkey,animal,"(3, 5)",60
mllama,vlm-text,farmer,person,"(1, 1)",100
mllama,vlm-text,bracelet,band,"(13, 18)",72.22222222
mllama,vlm-text,bracelet,strip,"(11, 18)",61.11111111
mllama,vlm-text,card,paper,"(2, 2)",100
mllama,vlm-text,skateboard,board,"(312, 370)",84.32432432
mllama,vlm-text,poster,sign,"(6, 9)",66.66666667
mllama,vlm-text,bench,seat,"(372, 442)",84.16289593
mllama,vlm-text,bench,furniture,"(365, 442)",82.57918552
mllama,vlm-text,cupboard,furniture,"(5, 6)",83.33333333
mllama,vlm-text,patio,area,"(1, 2)",50
mllama,vlm-text,crowd,gathering,"(2, 2)",100
mllama,vlm-text,crowd,group,"(2, 2)",100
llama,lm,bedspread,bedding,"(5, 5)",100
llama,lm,bedspread,covering,"(5, 5)",100
