idx,category,hypernym,negative_sample,hypernym_sentence,negative_sentence
1760,surfer,athlete,device,a surfer is an athelete,a surfer is a device
1761,surfer,person,board,a surfer is a person,a surfer is a board
1762,surfer,person,bedding,a surfer is a person,a surfer is bedding
1763,surfer,person,musical instrument,a surfer is a person,a surfer is a musical instrument
1764,surfer,person,fixture,a surfer is a person,a surfer is a fixture
1765,cow,cattle,ornament,cows are a type of cattle,cows are a type of ornament
1766,cow,cattle,surface,cows are a type of cattle,cows are a type of surface
1767,cow,cattle,canine,cows are a type of cattle,cows are a type of canine
1768,cow,cattle,aquatic bird,cows are a type of cattle,cows are a type of aquatic bird
1769,cow,mammal,dairy product,cows are a type of mammal,cows are a type of dairy product
1770,cow,mammal,produce,cows are a type of mammal,cows are a type of produce
1771,cow,mammal,shirt,cows are a type of mammal,cows are a type of shirt
1772,cow,mammal,bird of prey,cows are a type of mammal,cows are a type of bird of prey
1773,cow,vertebrate,condiment,cows are a type of vertebrate,cows are a type of condiment
1774,cow,vertebrate,fixture,cows are a type of vertebrate,cows are a type of fixture
1775,cow,vertebrate,bird of prey,cows are a type of vertebrate,cows are a type of bird of prey
1776,cow,vertebrate,blind,cows are a type of vertebrate,cows are a type of blinds
1777,cow,animal,rabbit,cows are a type of animal,cows are a type of rabbit
1778,cow,animal,gathering,cows are a type of animal,cows are a type of gathering
1779,cow,animal,aquatic bird,cows are a type of animal,cows are a type of aquatic bird
1780,cow,animal,woman,cows are a type of animal,cows are a type of woman
1781,tray,receptacle,succulent,a tray is a type of receptacle,a tray is a type of succulent
1782,tray,receptacle,small boat,a tray is a type of receptacle,a tray is a type of small boat
1783,tray,receptacle,animal food,a tray is a type of receptacle,a tray is a type of animal food
1784,tray,receptacle,furniture,a tray is a type of receptacle,a tray is a type of furniture
1785,tray,container,lake,a tray is a type of container,a tray is a type of lake
1786,tray,container,person,a tray is a type of container,a tray is a type of person
1787,tray,container,baggage,a tray is a type of container,a tray is a type of baggage
1788,tray,container,linen,a tray is a type of container,a tray is a type of linen
1789,fur,animal skin,device,fur is a type of animal skin,fur is a type of device
1790,fur,animal skin,area,fur is a type of animal skin,fur is a type of area
1791,fur,animal skin,receptacle,fur is a type of animal skin,fur is a type of receptacle
1792,fur,animal skin,piece of cloth,fur is a type of animal skin,fur is a type of piece of cloth
1793,boy,person,garnish,a boy is a person,a boy is garnish
1794,boy,person,hoop,a boy is a person,a boy is a hoop
1795,boy,person,work surface,a boy is a person,a boy is a work surface
1796,boy,person,appliance,a boy is a person,a boy is an appliance
1797,house,building,fruit,houses are a type of building,houses are a type of fruit
1798,house,building,cattle,houses are a type of building,houses are a type of cattle
1799,house,building,traveler,houses are a type of building,houses are a type of traveler
1800,house,building,tableware,houses are a type of building,houses are a type of tableware
1801,house,structure,access,houses are a type of structure,houses are a type of access
1802,house,structure,artwork,houses are a type of structure,houses are a type of artwork
1803,house,structure,club,houses are a type of structure,houses are a type of club
1804,house,structure,plant,houses are a type of structure,houses are a type of plant
1805,jeep,car,earth,jeeps are a type of car,jeeps are a type of earth
1806,jeep,car,woody plant,jeeps are a type of car,jeeps are a type of woody plant
1807,jeep,car,acoustic device,jeeps are a type of car,jeeps are a type of acoustic device
1808,jeep,car,shelf,jeeps are a type of car,jeeps are a type of shelf
1809,jeep,motor vehicle,tube,jeeps are a type of motor vehicle,jeeps are a type of tube
1810,jeep,motor vehicle,body of water,jeeps are a type of motor vehicle,jeeps are a type of body of water
1811,jeep,motor vehicle,book,jeeps are a type of motor vehicle,jeeps are a type of book
1812,jeep,motor vehicle,lake,jeeps are a type of motor vehicle,jeeps are a type of lake
1813,jeep,wheeled vehicle,blind,jeeps are a type of wheeled vehicle,jeeps are a type of blinds
1814,jeep,wheeled vehicle,cutlery,jeeps are a type of wheeled vehicle,jeeps are a type of cutlery
1815,jeep,wheeled vehicle,garnish,jeeps are a type of wheeled vehicle,jeeps are a type of garnish
1816,jeep,wheeled vehicle,church,jeeps are a type of wheeled vehicle,jeeps are a type of church
1817,jeep,vehicle,room,jeeps are a type of vehicle,jeeps are a type of room
1818,jeep,vehicle,covering,jeeps are a type of vehicle,jeeps are a type of covering
1819,jeep,vehicle,weapon,jeeps are a type of vehicle,jeeps are a type of weapon
1820,jeep,vehicle,feline,jeeps are a type of vehicle,jeeps are a type of feline
1821,fish,vertebrate,pot,fish are a type of vertebrate,fish are a type of pot
1822,fish,vertebrate,wagon,fish are a type of vertebrate,fish are a type of wagon
1823,fish,vertebrate,top,fish are a type of vertebrate,fish are a type of top
1824,fish,vertebrate,pad,fish are a type of vertebrate,fish are a type of pad
1825,fish,animal,work surface,fish are a type of animal,fish are a type of work surface
1826,fish,animal,plant,fish are a type of animal,fish are a type of plant
1827,fish,animal,strip,fish are a type of animal,fish are a type of strip
1828,fish,animal,bag,fish are a type of animal,fish are a type of bag
1829,dog,canine,toiletry,dogs are a type of canine,dogs are a type of toiletry
1830,dog,canine,equipment,dogs are a type of canine,dogs are a type of equipment
1831,dog,canine,small boat,dogs are a type of canine,dogs are a type of small boat
1832,dog,canine,meat,dogs are a type of canine,dogs are a type of meat
1833,dog,mammal,condiment,dogs are a type of mammal,dogs are a type of condiment
1834,dog,mammal,citrus fruit,dogs are a type of mammal,dogs are a type of citrus fruit
1835,dog,mammal,woman,dogs are a type of mammal,dogs are a type of woman
1836,dog,mammal,bird of prey,dogs are a type of mammal,dogs are a type of bird of prey
1837,dog,vertebrate,toy,dogs are a type of vertebrate,dogs are a type of toy
1838,dog,vertebrate,structure,dogs are a type of vertebrate,dogs are a type of structure
1839,dog,vertebrate,electrical device,dogs are a type of vertebrate,dogs are a type of electrical device
1840,dog,vertebrate,cattle,dogs are a type of vertebrate,dogs are a type of cattle
1841,dog,animal,plant,dogs are a type of animal,dogs are a type of plant
1842,dog,animal,invertebrate,dogs are a type of animal,dogs are a type of invertebrate
1843,dog,animal,way,dogs are a type of animal,dogs are a type of way
1844,dog,animal,domestic fowl,dogs are a type of animal,dogs are a type of domestic fowl
1845,chicken,domestic fowl,ornament,a chicken is a type of domestic fowl,a chicken is a type of ornament
1846,chicken,domestic fowl,musical instrument,a chicken is a type of domestic fowl,a chicken is a type of musical instrument
1847,chicken,domestic fowl,road,a chicken is a type of domestic fowl,a chicken is a type of road
1848,chicken,domestic fowl,wine,a chicken is a type of domestic fowl,a chicken is a type of wine
1849,chicken,bird,liquid,a chicken is a type of bird,a chicken is a type of liquid
1850,chicken,bird,fodder,a chicken is a type of bird,a chicken is a type of fodder
1851,chicken,bird,gathering,a chicken is a type of bird,a chicken is a type of gathering
1852,chicken,bird,horizontal surface,a chicken is a type of bird,a chicken is a type of horizontal surface
1853,chicken,vertebrate,earth,a chicken is a type of vertebrate,a chicken is a type of earth
1854,chicken,vertebrate,brush,a chicken is a type of vertebrate,a chicken is a type of brush
1855,chicken,vertebrate,athlete,a chicken is a type of vertebrate,a chicken is a type of athlete
1856,chicken,vertebrate,weapon,a chicken is a type of vertebrate,a chicken is a type of weapon
1857,chicken,animal,computer,a chicken is a type of animal,a chicken is a type of computer
1858,chicken,animal,room,a chicken is a type of animal,a chicken is a type of room
1859,chicken,animal,baseball equipment,a chicken is a type of animal,a chicken is a type of baseball equipment
1860,chicken,animal,receptacle,a chicken is a type of animal,a chicken is a type of receptacle
1861,placemat,pad,piece of cloth,placemats are a type of pad,placemats are a type of piece of cloth
1862,placemat,pad,keyboard instrument,placemats are a type of pad,placemats are a type of keyboard instrument
1863,placemat,pad,source of illumination,placemats are a type of pad,placemats are a type of source of illumination
1864,placemat,pad,shelf,placemats are a type of pad,placemats are a type of shelf
1865,bag,container,vehicle,bags are a type of container,bags are a type of vehicle
1866,bag,container,road,bags are a type of container,bags are a type of road
1867,bag,container,kitchen utensil,bags are a type of container,bags are a type of kitchen utensil
1868,bag,container,animal,bags are a type of container,bags are a type of animal
1869,tie,neckwear,protective garment,ties are a type of neckwear,ties are a type of protective garment
1870,tie,neckwear,amphibian,ties are a type of neckwear,ties are a type of amphibian
1871,tie,neckwear,top,ties are a type of neckwear,ties are a type of top
1872,tie,neckwear,arrangement,ties are a type of neckwear,ties are a type of arrangement
1873,tie,garment,gathering,ties are a type of garment,ties are a type of gathering
1874,tie,garment,breakfast food,ties are a type of garment,ties are a type of breakfast food
1875,tie,garment,building,ties are a type of garment,ties are a type of building
1876,tie,garment,waste,ties are a type of garment,ties are a type of waste
1877,tie,clothing,receptacle,ties are a type of clothing,ties are a type of receptacle
