premise,conclusion,hypernymy,similarity_raw,similarity_binary,premise_form,conclusion_form
clothing,sorbet,no,0.15434688329696655,low,clothing,sorbets
furniture,closet,yes,0.6798617243766785,high,furniture,closets
protective clothing,sweatsuit,no,0.7925307750701904,high,protective clothing,sweatsuits
toiletry,hairbrush,yes,0.7373561859130859,high,toiletries,hairbrush
medical equipment,maggot,no,0.12015890330076218,low,medical equipment,maggots
musical instrument,gong,yes,0.8747787475585938,high,musical instruments,gongs
vehicle,steak,no,0.10841164737939835,low,vehicles,steaks
home decor,lamb chop,no,0.2010122686624527,low,home decor,lamb chops
insect,caterpillar,yes,0.9051254987716675,high,insects,caterpillars
container,barrel,yes,0.640882670879364,low,containers,barrels
clothing,raspberry,no,0.15427406132221222,low,clothing,raspberries
kitchen tool,eggbeater,yes,0.8242536783218384,high,kitchen tools,eggbeaters
weapon,razor blade,yes,0.625746488571167,high,weapons,razor blades
vehicle,raspberry,no,0.10901863873004913,low,vehicles,raspberries
clothing,peach,no,0.1539352536201477,low,clothing,peaches
dessert,whipped cream,yes,0.8902713060379028,high,desserts,whipped cream
toiletry,soap,yes,0.6489085555076599,high,toiletries,soaps
animal,tumbleweed,no,0.4918692111968994,high,animals,tumbleweeds
clothing,doll,no,0.7037046551704407,high,clothing,dolls
food,jam,yes,0.7840519547462463,high,food,jams
plant,staple,no,0.08284986764192581,low,plants,staples
animal,cat,yes,0.8678021430969238,high,animals,cats
plant,bean,no,0.8264929056167603,high,plants,beans
sea animal,inkwell,no,0.10617280006408691,high,sea animals,inkwells
food,ice cream,yes,0.7634308338165283,high,food,ice creams
container,bank,yes,0.47172755002975464,low,containers,banks
accessory,sombrero,yes,0.7232924699783325,low,accessories,sombreros
animal,clover,no,0.4423063099384308,high,animals,clovers
tool,hatchet,no,0.8158445358276367,high,tools,hatchets
headwear,helmet,yes,0.7380841374397278,low,headwear,helmets
mammal,bee,no,0.8327203989028931,high,mammals,bees
protective clothing,helmet,yes,0.7438206076622009,high,protective clothing,helmets
container,coffin,yes,0.6503137946128845,low,containers,coffins
tool,sawhorse,yes,0.9271563291549683,high,tools,sawhorses
toy,rocking horse,yes,0.6622191071510315,low,toys,rocking horses
headwear,tiara,yes,0.7671265006065369,low,headwear,tiaras
food,daisy,no,0.4564240574836731,high,food,daisies
garden tool,pepperoni,no,0.12971439957618713,low,garden tools,pepperonis
tool,duct,yes,0.6901088953018188,high,tools,ducts
food,helmet,no,0.13276010751724243,low,food,helmets
furniture,earwig,no,0.11728812754154205,low,furniture,earwigs
mammal,deer,yes,0.9193166494369507,high,mammals,deers
plant,green beans,no,0.8976017236709595,high,plants,green beans
weapon,ratchet,no,0.7312031984329224,high,weapons,ratchets
accessory,bonnet,yes,0.7309093475341797,low,accessories,bonnets
plant,seaweed,yes,0.7960453033447266,low,plants,seaweeds
food,notebook,no,0.13333465158939362,low,food,notebooks
sea animal,seal,yes,0.8397254347801208,high,sea animals,seals
mammal,poodle,yes,0.9089122414588928,high,mammals,poodles
medical equipment,scalpel,yes,0.713125467300415,high,medical equipment,scalpels
food,cabbage,yes,0.7588683366775513,high,food,cabbages
plant,broccoli,yes,0.8911285400390625,high,plants,broccoli
game,pickle,no,0.1215292289853096,low,games,pickles
food,grape,yes,0.7483399510383606,high,food,grapes
home decor,lampshade,yes,0.4625014662742615,low,home decor,lampshades
condiment,applesauce,yes,0.803071141242981,low,condiments,applesauce
condiment,gravy,yes,0.7857799530029297,low,condiments,gravy
protective clothing,papaya,no,0.11573327332735062,low,protective clothing,papayas
animal,headdress,no,0.42392075061798096,high,animals,headdresses
tool,tadpole,no,0.10403129458427429,low,tools,tadpoles
animal,chariot,no,0.42140519618988037,high,animals,chariots
food,french horn,no,0.15281033515930176,low,food,french horns
mammal,hamster,yes,0.9037066102027893,high,mammals,hamsters
electronic device,jukebox,yes,0.6639440059661865,high,electronic devices,jukeboxes
container,petri dish,yes,0.3800892233848572,low,containers,petri dishes
container,windshield,no,0.7093904614448547,high,containers,windshields
toy,pasta,no,0.13721239566802979,low,toys,pasta
animal,squirrel,yes,0.8778818845748901,high,animals,squirrels
bird,mixer,no,0.08665333688259125,low,birds,mixers
game,highlighter,no,0.8598496317863464,high,games,highlighters
breakfast,scrambled egg,yes,0.8715654611587524,low,breakfasts,scrambled eggs
bird,zipper,no,0.08693069219589233,low,birds,zippers
insect,grasshopper,yes,0.9121680855751038,high,insects,grasshoppers
food,turntable,no,0.13534356653690338,low,food,turntables
food,crepe,yes,0.8170891404151917,high,food,crepes
seafood,calamari,yes,0.8537914156913757,high,seafood,calamari
food,spring roll,yes,0.7884526252746582,high,food,spring rolls
medical equipment,radish,no,0.12043797969818115,low,medical equipment,radishes
tool,defibrillator,no,0.6722888350486755,high,tools,defibrillators
clothing,beet,no,0.1561468541622162,low,clothing,beets
food,maggot,no,0.516842246055603,high,food,maggots
food,crate,no,0.13415038585662842,low,food,crates
vegetable,enchilada,no,0.8450963497161865,high,vegetables,enchiladas
vegetable,stereo,no,0.09686336666345596,low,vegetables,stereos
plant,lettuce,yes,0.9379550218582153,high,plants,lettuce
sea animal,fishbowl,no,0.8403482437133789,high,sea animals,fishbowls
furniture,bookshelf,yes,0.8083065152168274,high,furniture,bookshelves
musical instrument,harmonica,yes,0.8576456904411316,high,musical instruments,harmonicas
breakfast,face mask,no,0.1064373329281807,low,breakfasts,face masks
mammal,dolphin,yes,0.8277188539505005,high,mammals,dolphins
container,pizza,no,0.11561330407857895,low,containers,pizzas
fastener,mulberry,no,0.11107310652732849,low,fasteners,mulberries
fruit,strawberry,yes,0.8876675963401794,high,fruits,strawberries
tool,combination lock,yes,0.6714848875999451,high,tools,combination locks
food,apple tree,no,0.6344170570373535,high,food,apple trees
toy,ginger,no,0.13538198173046112,low,toys,ginger
garden tool,scissors,yes,0.7168464064598083,low,garden tools,scissors
kitchen tool,alpaca,no,0.10086506605148315,low,kitchen tools,alpacas
food,fish,yes,0.3620176613330841,high,food,fish
food,coffeemaker,no,0.45116135478019714,high,food,coffeemakers
garden tool,pitchfork,yes,0.8406335711479187,high,garden tools,pitchforks
food,cookie,yes,0.7887654304504395,high,food,cookies
mammal,chihuahua,yes,0.9119632840156555,high,mammals,chihuahuas
food,cauliflower,yes,0.8002854585647583,high,food,cauliflowers
kitchen tool,ant,no,0.0991043746471405,low,kitchen tools,ants
fruit,blueberry,yes,0.8362458348274231,high,fruits,blueberries
weapon,nail,no,0.7599685192108154,high,weapons,nails
mammal,seal,yes,0.9094865322113037,high,mammals,seals
tool,hammer,yes,0.9269965291023254,high,tools,hammers
electronic device,record player,yes,0.7241280674934387,high,electronic devices,record players
outerwear,cordon bleu,no,0.13415205478668213,low,outerwear,cordon bleu sandwiches
animal,orchid,no,0.3954249620437622,high,animals,orchids
jewelry,anklet,yes,0.8530067801475525,high,jewelry,anklets
water vehicle,tugboat,yes,0.9587599635124207,high,water vehicles,tugboats
weapon,pliers,no,0.7185845375061035,high,weapons,pliers
furniture,briefcase,no,0.6753423810005188,high,furniture,briefcases
weapon,file,no,0.7692767977714539,high,weapons,files
food,toothpick,no,0.43532130122184753,high,food,toothpicks
auto part,bus,no,0.8258302807807922,high,auto parts,buses
fruit,pea,no,0.899829089641571,high,fruits,peas
plant,robot,no,0.08269624412059784,low,plants,robots
tool,baton,no,0.7408122420310974,high,tools,batons
food,spinach,yes,0.7146269679069519,high,food,spinach
container,wagon,no,0.7282963991165161,high,containers,wagons
medical equipment,glasses,no,0.6031101942062378,high,medical equipment,glasses
tool,zipper,no,0.7491283416748047,high,tools,zippers
medical equipment,hearing aid,yes,0.6836925745010376,high,medical equipment,hearing aids
fruit,pepper,no,0.8973178267478943,high,fruits,peppers
food,salad,yes,0.7985113859176636,high,food,salads
tool,hash,no,0.09797602146863937,low,tools,hash browns
game,chessboard,yes,0.8910121321678162,high,games,chessboards
fruit,lemon,yes,0.9058855175971985,high,fruits,lemons
animal,bee,yes,0.8470398783683777,high,animals,bees
food,ivy,no,0.4208761751651764,high,food,ivy
tool,cymbal,no,0.6894540786743164,high,tools,cymbals
clothing,plum,no,0.15364524722099304,low,clothing,plums
electronic device,kitten,no,0.11863963305950165,low,electronic devices,kittens
food,cactus,no,0.3781091272830963,high,food,cactus
vehicle,green beans,no,0.10791315138339996,low,vehicles,green beans
game,crayon,no,0.845096230506897,high,games,crayons
water vehicle,quad,no,0.863318920135498,high,water vehicles,quads
candy,taffy,yes,0.8848204016685486,high,candy,taffy
toiletry,lipstick,yes,0.7957327365875244,high,toiletries,lipsticks
tool,iguana,no,0.0977388322353363,low,tools,iguanas
furniture,lectern,yes,0.7411088943481445,high,furniture,lecterns
water vehicle,raft,yes,0.8810374736785889,high,water vehicles,rafts
toiletry,letter opener,no,0.6160513162612915,high,toiletries,letter openers
container,box,yes,0.713088870048523,high,containers,boxes
food,lavender,no,0.40491923689842224,high,food,lavenders
jewelry,coyote,no,0.09505786001682281,low,jewelry,coyotes
container,pastry,no,0.11310163140296936,low,containers,pastries
clothing,fur coat,yes,0.8547213077545166,high,clothing,fur coats
home decor,yak,no,0.1970934271812439,low,home decor,yaks
electronic device,combination lock,no,0.6754851341247559,high,electronic devices,combination locks
container,garbage truck,no,0.8331795334815979,high,containers,garbage trucks
clothing,loincloth,yes,0.7970077395439148,high,clothing,loincloths
mammal,whale,yes,0.8583561182022095,high,mammals,whales
musical instrument,lion,no,0.10843545943498611,low,musical instruments,lions
animal,seaweed,no,0.5636898875236511,high,animals,seaweeds
toy,kaleidoscope,yes,0.7324482798576355,high,toys,kaleidoscopes
electronic device,cilantro,no,0.11882519721984863,low,electronic devices,cilantro
clothing,blackberry,no,0.15653783082962036,low,clothing,blackberries
accessory,cardigan,no,0.7707789540290833,high,accessories,cardigans
vehicle,golf cart,yes,0.8892087936401367,high,vehicles,golf carts
food,cable,no,0.1415216028690338,low,food,cables
tool,polisher,yes,0.7885170578956604,high,tools,polishers
animal,bat,yes,0.8738703727722168,high,animals,bats
electronic device,water heater,yes,0.7346940636634827,high,electronic devices,water heaters
animal,daisy,no,0.5482521653175354,high,animals,daisies
food,lamb,yes,0.32659411430358887,low,food,lambs
vehicle,mulberry,no,0.10829821228981018,low,vehicles,mulberries
animal,clam,yes,0.5308526158332825,high,animals,clams
animal,pen,no,0.12336508184671402,low,animals,pens
vehicle,wheelchair,yes,0.731139600276947,high,vehicles,wheelchairs
container,saltshaker,yes,0.2288752943277359,low,containers,saltshakers
electronic device,pineapple,no,0.11591682583093643,low,electronic devices,pineapples
container,truck,no,0.8649730682373047,high,containers,trucks
tool,air pump,yes,0.8052555918693542,high,tools,air pumps
auto part,roadsweeper,no,0.8063593506813049,high,auto parts,roadsweepers
animal,owl,yes,0.8650549650192261,high,animals,owls
container,cup,yes,0.228154718875885,low,containers,cups
clothing,locket,no,0.5938684344291687,high,clothing,lockets
tool,needle,yes,0.7713565230369568,high,tools,needles
auto part,car seat,yes,0.7346084713935852,high,auto parts,car seats
breakfast,robot,no,0.1100669801235199,low,breakfasts,robots
headwear,corset,no,0.8116169571876526,high,headwear,corsets
animal,cardinal,yes,0.8800638318061829,high,animals,cardinals
plant,apple tree,yes,0.9267861843109131,high,plants,apple trees
tool,coconut,no,0.10054059326648712,low,tools,coconuts
vehicle,quad,yes,0.8982219099998474,high,vehicles,quads
mammal,shopping cart,no,0.10283058136701584,low,mammals,shopping carts
vegetable,bok choy,yes,0.8263852000236511,high,vegetables,bok choys
mammal,hippopotamus,yes,0.9057192206382751,high,mammals,hippos
medical equipment,guacamole,no,0.11943615227937698,low,medical equipment,guacamole
fastener,weasel,no,0.11189586669206619,low,fasteners,weasels
clothing,bonnet,yes,0.7901304960250854,high,clothing,bonnets
fastener,crab,no,0.11165403574705124,low,fasteners,crabs
auto part,quesadilla,no,0.09488273411989212,low,auto parts,quesadillas
candy,clarinet,no,0.08908776938915253,low,candy,clarinets
food,goat,yes,0.31369927525520325,low,food,goats
food,fork,no,0.4461057186126709,high,food,forks
weapon,cauliflower,no,0.12566035985946655,low,weapons,cauliflowers
garden tool,hose,yes,0.7144025564193726,low,garden tools,hoses
electronic device,goldfish,no,0.11612019687891006,low,electronic devices,goldfish
kitchen equipment,pug,no,0.08390113711357117,low,kitchen equipment,pugs
vegetable,pogo stick,no,0.09574317187070847,low,vegetables,pogo sticks
kitchen equipment,anteater,no,0.08485234528779984,low,kitchen equipment,anteaters
game,owl,no,0.12103483825922012,low,games,owls
vehicle,firetruck,yes,0.8609641790390015,high,vehicles,firetrucks
footwear,flip-flop,yes,0.9333406686782837,high,footwear,flip-flops
food,orange,yes,0.78220534324646,high,food,oranges
food,ketchup,yes,0.7674921751022339,high,food,ketchup
plant,tumbleweed,yes,0.7342806458473206,low,plants,tumbleweeds
food,butterfly,no,0.3415023386478424,high,food,butterflies
mammal,cardinal,no,0.8922966718673706,high,mammals,cardinals
furniture,moose,no,0.12048159539699554,low,furniture,moose
animal,ant,yes,0.7896237373352051,high,animals,ants
food,jug,no,0.3881409764289856,high,food,jugs
fastener,guacamole,no,0.11117155104875565,low,fasteners,guacamole
jewelry,donkey,no,0.09482203423976898,low,jewelry,donkeys
tool,gyroscope,no,0.7347570061683655,high,tools,gyroscopes
kitchen equipment,centrifuge,no,0.7849143147468567,high,kitchen equipment,centrifuges
accessory,top hat,yes,0.7676743865013123,high,accessories,top hats
headwear,top hat,yes,0.8341781497001648,high,headwear,top hats
musical instrument,pecan,no,0.10880038142204285,low,musical instruments,pecans
kitchen equipment,wok,no,0.8106032013893127,high,kitchen equipment,woks
furniture,wheelchair,no,0.6909038424491882,high,furniture,wheelchairs
auto part,gasket,yes,0.7100458145141602,high,auto parts,gaskets
container,birdcage,yes,0.6356216073036194,low,containers,birdcages
dessert,smoothie,no,0.8663857579231262,high,desserts,smoothies
medical equipment,bandage,yes,0.5906208753585815,high,medical equipment,bandages
mammal,possum,yes,0.9203139543533325,high,mammals,possums
seafood,shark,yes,0.644672691822052,high,seafood,sharks
food,mint,yes,0.6509676575660706,high,food,mint
animal,ladybug,yes,0.8171718716621399,high,animals,ladybugs
tool,generator,no,0.7850428819656372,high,tools,generators
animal,sofa bed,no,0.1189706102013588,low,animals,sofa beds
school supply,binder,yes,0.730781078338623,high,school supplies,binders
