item,idx,category,category_item,hypernym,hypernym_item,swapped-hyponym,swapped-hypernym,hypernym_question,swapped_question
1261,5041,snowsuit,snowsuits,outerwear,outerwear,outerwear,snowsuit,Is it true that snowsuits are a type of outerwear?,Is it true that outerwear is a type of snowsuit?
1262,5045,snowsuit,snowsuits,clothing,clothing,clothing,snowsuit,Is it true that snowsuits are a type of clothing?,Is it true that clothing is a type of snowsuit?
1263,5049,rose,roses,plant,plant,plants,rose,Is it true that roses are a type of plant?,Is it true that plants are a type of rose?
1264,5053,match,matches,tool,tool,tools,match,Is it true that matches are a type of tool?,Is it true that tools are a type of match?
1265,5057,crutch,crutches,medical equipment,medical equipment,medical equipments,crutch,Is it true that crutches are a type of medical equipment?,Is it true that medical equipments is a type of crutch?
1266,5061,face mask,face masks,protective clothing,protective clothing,protective clothings,face mask,Is it true that face masks are a type of protective clothing?,Is it true that protective clothings is a type of face mask?
1267,5065,chips,chips,food,food,foods,chips,Is it true that chips are a type of food?,Is it true that foods is a type of chips?
1268,5069,giraffe,giraffes,animal,animal,animals,giraffe,Is it true that giraffes are a type of animal?,Is it true that animals are a type of giraffe?
1269,5073,giraffe,giraffes,mammal,mammal,mammals,giraffe,Is it true that giraffes are a type of mammal?,Is it true that mammals are a type of giraffe?
1270,5077,cymbal,cymbals,musical instrument,musical instrument,musical instruments,cymbal,Is it true that cymbals are a type of musical instrument?,Is it true that musical instruments are a type of cymbal?
1271,5081,raft,rafts,vehicle,vehicle,vehicles,raft,Is it true that rafts are a type of vehicle?,Is it true that vehicles are a type of raft?
1272,5085,raft,rafts,water vehicle,water vehicle,water vehicles,raft,Is it true that rafts are a type of water vehicle?,Is it true that water vehicles are a type of raft?
1273,5089,fishbowl,fishbowls,container,container,containers,fishbowl,Is it true that fishbowls are a type of container?,Is it true that containers are a type of fishbowl?
1274,5093,toothbrush,toothbrushes,toiletry,toiletry,toiletries,toothbrush,Is it true that toothbrushes are a type of toiletry?,Is it true that toiletries are a type of toothbrush?
1275,5097,yogurt,yogurts,food,food,foods,yogurt,Is it true that yogurts are a type of food?,Is it true that foods is a type of yogurt?
1276,5101,bathtub,bathtubs,container,container,containers,bathtub,Is it true that bathtubs are a type of container?,Is it true that containers are a type of bathtub?
1277,5105,hamster,hamsters,animal,animal,animals,hamster,Is it true that hamsters are a type of animal?,Is it true that animals are a type of hamster?
1278,5109,hamster,hamsters,mammal,mammal,mammals,hamster,Is it true that hamsters are a type of mammal?,Is it true that mammals are a type of hamster?
1279,5113,mashed potato,mashed potatoes,food,food,foods,mashed potato,Is it true that mashed potatoes are a type of food?,Is it true that foods is a type of mashed potato?
1280,5117,crayfish,crayfish,animal,animal,animals,crayfish,Is it true that crayfish are a type of animal?,Is it true that animals are a type of crayfish?
1281,5121,crayfish,crayfish,food,food,foods,crayfish,Is it true that crayfish are a type of food?,Is it true that foods is a type of crayfish?
1282,5125,crayfish,crayfish,seafood,seafood,seafoods,crayfish,Is it true that crayfish are a type of seafood?,Is it true that seafoods is a type of crayfish?
1283,5129,crepe,crepes,dessert,dessert,desserts,crepe,Is it true that crepes are a type of dessert?,Is it true that desserts are a type of crepe?
1284,5133,crepe,crepes,food,food,foods,crepe,Is it true that crepes are a type of food?,Is it true that foods is a type of crepe?
1285,5137,buckle,buckles,accessory,accessory,accessories,buckle,Is it true that buckles are a type of accessory?,Is it true that accessories are a type of buckle?
1286,5141,buckle,buckles,fastener,fastener,fasteners,buckle,Is it true that buckles are a type of fastener?,Is it true that fasteners are a type of buckle?
1287,5145,goat,goats,livestock,livestock,livestocks,goat,Is it true that goats are a type of livestock?,Is it true that livestocks are a type of goat?
1288,5149,goat,goats,food,food,foods,goat,Is it true that goats are a type of food?,Is it true that foods is a type of goat?
1289,5153,goat,goats,animal,animal,animals,goat,Is it true that goats are a type of animal?,Is it true that animals are a type of goat?
1290,5157,goat,goats,mammal,mammal,mammals,goat,Is it true that goats are a type of mammal?,Is it true that mammals are a type of goat?
1291,5161,caramel,caramels,dessert,dessert,desserts,caramel,Is it true that caramels are a type of dessert?,Is it true that desserts are a type of caramel?
1292,5165,caramel,caramels,food,food,foods,caramel,Is it true that caramels are a type of food?,Is it true that foods is a type of caramel?
1293,5169,caramel,caramels,candy,candy,candies,caramel,Is it true that caramels are a type of candy?,Is it true that candies is a type of caramel?
1294,5173,bikini,bikinis,clothing,clothing,clothing,bikini,Is it true that bikinis are a type of clothing?,Is it true that clothing is a type of bikini?
1295,5177,bikini,bikinis,women's clothing,women's clothes,women's clothes,bikini,Is it true that bikinis are a type of women's clothes?,Is it true that women's clothes are a type of bikini?
1296,5181,mitten,mittens,accessory,accessory,accessories,mitten,Is it true that mittens are a type of accessory?,Is it true that accessories are a type of mitten?
1297,5185,mitten,mittens,clothing,clothing,clothing,mitten,Is it true that mittens are a type of clothing?,Is it true that clothing is a type of mitten?
1298,5189,pinwheel,pinwheels,home decor,home decor,home decors,pinwheel,Is it true that pinwheels are a type of home decor?,Is it true that home decors is a type of pinwheel?
1299,5193,pinwheel,pinwheels,toy,toy,toys,pinwheel,Is it true that pinwheels are a type of toy?,Is it true that toys are a type of pinwheel?
1300,5197,blueberry,blueberries,food,food,foods,blueberry,Is it true that blueberries are a type of food?,Is it true that foods is a type of blueberry?
1301,5201,blueberry,blueberries,fruit,fruit,fruits,blueberry,Is it true that blueberries are a type of fruit?,Is it true that fruits are a type of blueberry?
1302,5205,ratchet,ratchets,tool,tool,tools,ratchet,Is it true that ratchets are a type of tool?,Is it true that tools are a type of ratchet?
1303,5209,fork,forks,tool,tool,tools,fork,Is it true that forks are a type of tool?,Is it true that tools are a type of fork?
1304,5213,glass,glasses,container,container,containers,glass,Is it true that glasses are a type of container?,Is it true that containers are a type of glass?
1305,5217,panther,panthers,mammal,mammal,mammals,panther,Is it true that panthers are a type of mammal?,Is it true that mammals are a type of panther?
1306,5221,panther,panthers,animal,animal,animals,panther,Is it true that panthers are a type of animal?,Is it true that animals are a type of panther?
1307,5225,defibrillator,defibrillators,electronic device,electronic device,electronic devices,defibrillator,Is it true that defibrillators are a type of electronic device?,Is it true that electronic devices are a type of defibrillator?
1308,5229,defibrillator,defibrillators,medical equipment,medical equipment,medical equipments,defibrillator,Is it true that defibrillators are a type of medical equipment?,Is it true that medical equipments is a type of defibrillator?
1309,5233,eagle,eagles,animal,animal,animals,eagle,Is it true that eagles are a type of animal?,Is it true that animals are a type of eagle?
1310,5237,eagle,eagles,bird,bird,birds,eagle,Is it true that eagles are a type of bird?,Is it true that birds are a type of eagle?
1311,5241,scone,scones,food,food,foods,scone,Is it true that scones are a type of food?,Is it true that foods is a type of scone?
1312,5245,bow,bow,accessory,accessory,accessory,bow,Is it true that a bow is a type of accessory?,Is it true that an accessory are a type of bow?
1313,5249,bow,bow,clothing,clothing,clothing,bow,Is it true that a bow is a type of clothing?,Is it true that clothing is a type of bow?
1314,5253,bow,bow,fastener,fastener,fastener,bow,Is it true that a bow is a type of fastener?,Is it true that a fastener are a type of bow?
1315,5257,bow,bow,weapon,weapon,weapon,bow,Is it true that a bow is a type of weapon?,Is it true that a weapon are a type of bow?
1316,5261,cellphone,cellphones,electronic device,electronic device,electronic devices,cellphone,Is it true that cellphones are a type of electronic device?,Is it true that electronic devices are a type of cellphone?
1317,5265,cello,cellos,musical instrument,musical instrument,musical instruments,cello,Is it true that cellos are a type of musical instrument?,Is it true that musical instruments are a type of cello?
1318,5269,kneepad,kneepads,protective clothing,protective clothing,protective clothings,kneepad,Is it true that kneepads are a type of protective clothing?,Is it true that protective clothings is a type of kneepad?
1319,5273,drum,drums,musical instrument,musical instrument,musical instruments,drum,Is it true that drums are a type of musical instrument?,Is it true that musical instruments are a type of drum?
1320,5277,missile,missiles,weapon,weapon,weapons,missile,Is it true that missiles are a type of weapon?,Is it true that weapons are a type of missile?
1321,5281,dress,dresses,women's clothing,women's clothes,women's clothes,dress,Is it true that dresses are a type of women's clothes?,Is it true that women's clothes are a type of dress?
1322,5285,dress,dresses,clothing,clothing,clothing,dress,Is it true that dresses are a type of clothing?,Is it true that clothing is a type of dress?
1323,5289,cat,cats,mammal,mammal,mammals,cat,Is it true that cats are a type of mammal?,Is it true that mammals are a type of cat?
1324,5293,cat,cats,animal,animal,animals,cat,Is it true that cats are a type of animal?,Is it true that animals are a type of cat?
1325,5297,gauze,gauzes,medical equipment,medical equipment,medical equipments,gauze,Is it true that gauzes are a type of medical equipment?,Is it true that medical equipments is a type of gauze?
1326,5301,parsley,parsley,vegetable,vegetable,vegetable,parsley,Is it true that parsley is a type of vegetable?,Is it true that a vegetable are a type of parsley?
1327,5305,parsley,parsley,food,food,food,parsley,Is it true that parsley is a type of food?,Is it true that food is a type of parsley?
